customer_id,first_name,last_name,gender,date_of_birth,email,phone,city,state,occupation,customer_segment,kyc_status,risk_rating,created_date
CUST000013,Kritika,Handa,Female,1970-06-15,kritika.handa672@gmail.com,2473178108,Bengaluru,Karnataka,Chartered Accountant,Retail,Completed,Low,2023-10-03
CUST000014,Geetika,Ray,Female,1984-05-03,geetika.ray253@gmail.com,0260647468,Pune,Maharashtra,Retired,Retail,Completed,Low,2022-07-31
CUST000015,Neelima,Kalla,Female,2007-01-15,neelima.kalla225@gmail.com,5009788208,Hyderabad,Telangana,Teacher,Retail,Completed,Low,2024-05-29
CUST000016,Bahadurjit,Keer,Male,1980-06-28,bahadurjit.keer643@gmail.com,9909169985,Pune,Maharashtra,Teacher,Priority,Completed,Low,2026-03-22
CUST000017,Kashvi,Lanka,Female,1980-02-12,kashvi.lanka480@gmail.com,7510799118,Ahmedabad,Gujarat,Mechanical Engineer,Retail,Completed,Medium,2024-11-14
CUST000018,Dominic,Palla,Male,2002-11-29,dominic.palla769@gmail.com,4278498084,Kolkata,West Bengal,Business Owner,Priority,Completed,Low,2025-11-28
CUST000019,Dalbir,Chhabra,Male,1996-05-28,dalbir.chhabra4@gmail.com,9353487401,Jaipur,Rajasthan,Retired,Priority,Completed,Low,2022-04-16
CUST000020,Aarav,Nath,Male,1997-10-03,aarav.nath935@gmail.com,2786801128,Kolkata,West Bengal,Doctor,Priority,Completed,Low,2024-09-12
CUST000021,Ethan,Sani,Male,1967-07-03,ethan.sani383@gmail.com,5331586923,Pune,Maharashtra,Teacher,Retail,Completed,Low,2023-01-20
CUST000022,Advik,Gola,Male,1996-02-17,advik.gola332@gmail.com,3421607337,Ahmedabad,Gujarat,Chartered Accountant,Retail,Completed,Medium,2023-03-04
CUST000023,Jasmit,Bajwa,Female,1992-07-14,jasmit.bajwa60@gmail.com,1458685014,Bengaluru,Karnataka,Lawyer,Priority,Completed,Low,2023-07-03
CUST000024,Anjali,Chopra,Female,1989-07-20,anjali.chopra779@gmail.com,6981693406,Mumbai,Maharashtra,Mechanical Engineer,Priority,Completed,Low,2023-03-29
CUST000025,Guneet,Patla,Male,1981-10-13,guneet.patla541@gmail.com,9514846564,Chennai,Tamil Nadu,Civil Engineer,Retail,Completed,Low,2026-04-04
CUST000026,Shivansh,Raghavan,Male,1993-05-06,shivansh.raghavan409@gmail.com,6804436995,Chennai,Tamil Nadu,Student,Retail,Completed,Low,2026-01-10
CUST000027,Hredhaan,Vaidya,Male,1983-10-02,hredhaan.vaidya231@gmail.com,1489513433,Bengaluru,Karnataka,Doctor,Retail,Completed,Low,2026-01-07
CUST000028,Jason,Soman,Male,1990-03-30,jason.soman73@gmail.com,6936763201,Mumbai,Maharashtra,Retired,Retail,Completed,Medium,2025-05-10
CUST000029,Yochana,Shetty,Female,1963-11-16,yochana.shetty527@gmail.com,7278895798,Mumbai,Maharashtra,Lawyer,Retail,Completed,Low,2022-10-04
CUST000030,Gauri,Soman,Female,1982-08-31,gauri.soman804@gmail.com,8734714345,Bengaluru,Karnataka,Chartered Accountant,Priority,Completed,Low,2025-04-09
CUST000031,Ekantika,Dora,Female,1972-05-19,ekantika.dora434@gmail.com,1665876036,Hyderabad,Telangana,Sales Executive,Retail,Completed,Low,2024-12-24
CUST000032,Ranveer,Sood,Male,1961-10-16,ranveer.sood413@gmail.com,6889373467,Mumbai,Maharashtra,Retired,Retail,Completed,Low,2023-04-09
CUST000033,Samaksh,Gandhi,Male,2001-01-06,samaksh.gandhi460@gmail.com,6990162720,Kolkata,West Bengal,Teacher,Retail,Completed,Low,2026-02-10
CUST000034,Hitesh,Sha,Male,1976-11-15,hitesh.sha828@gmail.com,4641708053,Jaipur,Rajasthan,Mechanical Engineer,Retail,Completed,Low,2025-04-26
CUST000035,Jatin,Iyengar,Male,2000-12-15,jatin.iyengar949@gmail.com,2719374529,Mumbai,Maharashtra,Lawyer,Retail,Completed,Low,2024-08-14
CUST000036,Nimrat,Chokshi,Female,1988-09-16,nimrat.chokshi169@gmail.com,6319314919,Mumbai,Maharashtra,Sales Executive,Retail,Completed,Medium,2026-02-27
CUST000037,Upadhriti,Prabhakar,Female,1964-10-02,upadhriti.prabhakar434@gmail.com,6716572628,Chennai,Tamil Nadu,Retired,Premium,Pending,Low,2024-10-01
CUST000038,Warhi,Shroff,Female,1981-12-26,warhi.shroff195@gmail.com,5314737996,Pune,Maharashtra,Business Owner,Retail,Completed,Low,2025-03-02
CUST000039,Nicholas,Gopal,Male,1984-06-05,nicholas.gopal59@gmail.com,5494808313,Hyderabad,Telangana,Software Engineer,Retail,Completed,Medium,2023-04-15
CUST000040,Jai,Soni,Male,1991-11-14,jai.soni984@gmail.com,1436349578,Mumbai,Maharashtra,Mechanical Engineer,Retail,Completed,Low,2023-12-19
CUST000041,Noah,Pandey,Male,1994-07-19,noah.pandey123@gmail.com,3135182337,New Delhi,Delhi,Civil Engineer,Retail,Completed,Low,2022-11-12
CUST000042,Megha,Chaudhry,Female,2000-08-23,megha.chaudhry579@gmail.com,2408240084,Ahmedabad,Gujarat,Mechanical Engineer,Retail,Completed,Low,2022-12-29
CUST000043,Abha,Mane,Female,1983-07-29,abha.mane272@gmail.com,0471167190,Bengaluru,Karnataka,Sales Executive,Retail,Completed,Low,2023-09-18
CUST000044,Max,Chada,Male,2008-03-23,max.chada470@gmail.com,9993867749,Mumbai,Maharashtra,Civil Engineer,Premium,Pending,Low,2022-02-07
CUST000045,Ayushman,Chaudhary,Male,2006-01-18,ayushman.chaudhary272@gmail.com,4123281206,Kolkata,West Bengal,Teacher,Premium,Completed,Medium,2022-07-20
CUST000046,Mugdha,Bali,Female,1972-05-23,mugdha.bali162@gmail.com,1349361832,Chennai,Tamil Nadu,Chartered Accountant,Priority,Completed,Low,2025-01-17
CUST000047,Ayushman,Gandhi,Male,1998-10-07,ayushman.gandhi307@gmail.com,7174648877,Kolkata,West Bengal,Student,Retail,Completed,Low,2024-06-27
CUST000048,Tarak,Naidu,Male,1989-11-20,tarak.naidu160@gmail.com,9904902787,Kolkata,West Bengal,Business Owner,Retail,Completed,Low,2021-08-22
CUST000049,Urmi,Swamy,Female,2007-01-21,urmi.swamy501@gmail.com,5512567468,Kolkata,West Bengal,Business Owner,Premium,Completed,Low,2023-11-11
CUST000050,Nisha,Krishnan,Female,1976-09-15,nisha.krishnan46@gmail.com,8087603859,Chennai,Tamil Nadu,Software Engineer,Retail,Completed,High,2026-05-13
CUST000051,Harsh,Loke,Male,1987-04-29,harsh.loke565@gmail.com,7109324808,Jaipur,Rajasthan,Retired,Retail,Completed,Low,2026-02-24
CUST000052,Dakshesh,Shenoy,Male,2006-01-09,dakshesh.shenoy37@gmail.com,7484677378,Kolkata,West Bengal,Government Employee,Retail,Completed,Low,2024-10-01
CUST000053,Yashoda,Deshpande,Female,2002-02-13,yashoda.deshpande921@gmail.com,5840449972,Hyderabad,Telangana,Software Engineer,Priority,Completed,Low,2022-11-22
CUST000054,Orinder,Natarajan,Male,1987-06-15,orinder.natarajan799@gmail.com,5339636057,Hyderabad,Telangana,Mechanical Engineer,Priority,Completed,Low,2024-03-24
CUST000055,Yug,Bansal,Male,1967-06-13,yug.bansal886@gmail.com,1718702621,Bengaluru,Karnataka,Teacher,Premium,Completed,Medium,2026-05-04
CUST000056,Rushil,Buch,Male,2001-07-18,rushil.buch755@gmail.com,5780913431,Pune,Maharashtra,Government Employee,Priority,Completed,Low,2025-10-10
CUST000057,Tristan,Ganesan,Male,1994-02-17,tristan.ganesan164@gmail.com,5045562386,Chennai,Tamil Nadu,Retired,Retail,Completed,Medium,2026-01-11
CUST000058,Gagan,Brar,Male,1990-02-27,gagan.brar837@gmail.com,7923747407,Bengaluru,Karnataka,Chartered Accountant,Retail,Completed,Medium,2023-06-04
CUST000059,Balhaar,Sathe,Male,2005-12-08,balhaar.sathe676@gmail.com,6474367136,Mumbai,Maharashtra,Lawyer,Retail,Completed,Low,2026-06-14
CUST000060,Neelima,Merchant,Female,1962-07-18,neelima.merchant657@gmail.com,4090974395,Hyderabad,Telangana,Mechanical Engineer,Retail,Pending,Low,2025-08-30
CUST000061,Jeremiah,Devan,Male,1991-01-15,jeremiah.devan899@gmail.com,4709521456,Mumbai,Maharashtra,Business Owner,Retail,Pending,Low,2026-01-11
CUST000062,Qadim,Wali,Male,1985-02-04,qadim.wali445@gmail.com,4745171236,Ahmedabad,Gujarat,Government Employee,Priority,Completed,Low,2022-11-15
CUST000063,Rudra,Atwal,Male,1973-12-10,rudra.atwal922@gmail.com,4965137098,New Delhi,Delhi,Civil Engineer,Retail,Completed,Low,2022-02-16
CUST000064,Azad,Shetty,Male,2004-04-02,azad.shetty442@gmail.com,1200471138,Hyderabad,Telangana,Doctor,Premium,Completed,Low,2023-01-09
CUST000065,Qasim,Zachariah,Male,1981-03-18,qasim.zachariah520@gmail.com,6179640537,Chennai,Tamil Nadu,Business Owner,Retail,Completed,Low,2025-03-23
CUST000066,Chandran,Pillai,Male,1987-02-07,chandran.pillai431@gmail.com,0643171390,Bengaluru,Karnataka,Student,Premium,Completed,Medium,2026-05-27
CUST000067,Edhitha,Jha,Female,1964-09-26,edhitha.jha562@gmail.com,9335290422,New Delhi,Delhi,Software Engineer,Retail,Completed,Medium,2025-05-03
CUST000068,Dayamai,Bal,Female,1967-09-16,dayamai.bal453@gmail.com,9502402681,Jaipur,Rajasthan,Chartered Accountant,Retail,Completed,Medium,2023-04-21
CUST000069,Pratyush,Varghese,Male,1989-05-31,pratyush.varghese291@gmail.com,9084700766,Mumbai,Maharashtra,Mechanical Engineer,Retail,Completed,Low,2023-10-09
CUST000070,Balhaar,Buch,Male,1976-08-26,balhaar.buch231@gmail.com,4998569847,Chennai,Tamil Nadu,Lawyer,Retail,Completed,High,2022-04-03
CUST000071,Chandran,Contractor,Male,2001-08-05,chandran.contractor425@gmail.com,6736576615,Jaipur,Rajasthan,Student,Retail,Completed,Low,2024-10-07
CUST000072,Ridhi,Dua,Female,1993-10-16,ridhi.dua152@gmail.com,1161528098,Bengaluru,Karnataka,Student,Retail,Completed,Medium,2023-11-19
CUST000073,Samesh,Pandya,Male,2002-07-28,samesh.pandya225@gmail.com,0494519832,New Delhi,Delhi,Teacher,Priority,Completed,Low,2026-03-21
CUST000074,Parth,Pillai,Male,1966-11-30,parth.pillai468@gmail.com,6899809402,Mumbai,Maharashtra,Teacher,Priority,Completed,High,2022-11-26
CUST000075,Pushti,Ahuja,Female,1970-01-15,pushti.ahuja628@gmail.com,1201836675,Jaipur,Rajasthan,Retired,Priority,Completed,Medium,2022-03-24
CUST000076,Omaja,Chad,Female,2003-01-11,omaja.chad762@gmail.com,1476797643,Pune,Maharashtra,Chartered Accountant,Retail,Completed,Medium,2022-04-16
CUST000077,Upasna,Choudhry,Female,1974-10-29,upasna.choudhry497@gmail.com,8403690034,Kolkata,West Bengal,Student,Retail,Completed,Low,2024-11-26
CUST000078,Maanav,Narang,Male,1967-02-25,maanav.narang344@gmail.com,2268388516,Chennai,Tamil Nadu,Government Employee,Priority,Completed,Low,2023-12-31
CUST000079,Veda,Brahmbhatt,Female,2002-01-11,veda.brahmbhatt724@gmail.com,6416052975,Pune,Maharashtra,Lawyer,Retail,Completed,Low,2024-05-22
CUST000080,Keya,Sarin,Female,1989-03-10,keya.sarin212@gmail.com,4535218188,Mumbai,Maharashtra,Sales Executive,Retail,Completed,Medium,2024-02-18
CUST000081,Ethan,Keer,Male,1966-05-06,ethan.keer390@gmail.com,9212779979,Ahmedabad,Gujarat,Chartered Accountant,Retail,Completed,Medium,2022-10-16
CUST000082,Forum,Sarraf,Female,1964-09-21,forum.sarraf766@gmail.com,4905814770,Kolkata,West Bengal,Retired,Retail,Completed,Low,2023-09-21
CUST000083,Balvan,Chana,Male,1990-06-02,balvan.chana447@gmail.com,9807935978,Chennai,Tamil Nadu,Chartered Accountant,Retail,Completed,Low,2024-01-18
CUST000084,Dalaja,Oza,Female,2007-09-07,dalaja.oza861@gmail.com,0377889255,Pune,Maharashtra,Chartered Accountant,Premium,Pending,Low,2021-12-07
CUST000085,Pallavi,Ben,Female,1998-08-09,pallavi.ben578@gmail.com,5186449251,Ahmedabad,Gujarat,Student,Retail,Completed,Low,2024-09-30
CUST000086,Nilima,Ramanathan,Female,1967-07-29,nilima.ramanathan52@gmail.com,4865281685,Pune,Maharashtra,Business Owner,Retail,Completed,Low,2025-01-21
CUST000087,Hemangini,Kala,Female,1977-07-29,hemangini.kala771@gmail.com,3221418880,Chennai,Tamil Nadu,Sales Executive,Retail,Completed,Low,2025-05-05
CUST000088,Raghav,Dube,Male,1969-02-20,raghav.dube230@gmail.com,7065379473,Hyderabad,Telangana,Student,Retail,Pending,Low,2025-09-01
CUST000089,Wahab,Hari,Male,1978-10-20,wahab.hari205@gmail.com,7468862392,Bengaluru,Karnataka,Software Engineer,Retail,Completed,Low,2026-04-01
CUST000090,Quincy,Chauhan,Male,1994-12-12,quincy.chauhan971@gmail.com,4124782613,Ahmedabad,Gujarat,Lawyer,Retail,Completed,Low,2024-02-03
CUST000091,Sarthak,Bera,Male,1980-02-23,sarthak.bera988@gmail.com,1530515220,Pune,Maharashtra,Business Owner,Retail,Completed,Low,2023-05-20
CUST000092,Vrinda,Sen,Female,1990-06-08,vrinda.sen965@gmail.com,4328986143,New Delhi,Delhi,Retired,Retail,Completed,Medium,2026-01-16
CUST000093,Jagdish,Saini,Male,1991-07-18,jagdish.saini714@gmail.com,1798089324,Mumbai,Maharashtra,Business Owner,Priority,Completed,Low,2024-08-16
CUST000094,Patrick,Khosla,Male,1988-05-02,patrick.khosla546@gmail.com,8518888806,Hyderabad,Telangana,Sales Executive,Retail,Completed,Low,2022-06-13
CUST000095,Rachit,Kulkarni,Male,1996-08-20,rachit.kulkarni843@gmail.com,5319520585,New Delhi,Delhi,Chartered Accountant,Retail,Pending,Low,2023-04-19
CUST000096,Hemani,Deshmukh,Female,1964-06-24,hemani.deshmukh446@gmail.com,0430305486,Pune,Maharashtra,Teacher,Priority,Pending,Low,2025-05-24
CUST000097,Anita,Halder,Female,1974-12-17,anita.halder447@gmail.com,5415667652,Jaipur,Rajasthan,Retired,Retail,Completed,Low,2025-10-28
CUST000098,Kiaan,Butala,Male,1995-09-08,kiaan.butala903@gmail.com,8451154479,Chennai,Tamil Nadu,Chartered Accountant,Retail,Completed,Low,2021-11-27
CUST000099,Pushti,Sekhon,Female,1963-07-04,pushti.sekhon30@gmail.com,9640165820,Hyderabad,Telangana,Chartered Accountant,Priority,Completed,Low,2025-11-11
CUST000100,Anika,Date,Female,1964-09-03,anika.date287@gmail.com,5690927557,Hyderabad,Telangana,Civil Engineer,Priority,Completed,Low,2025-05-28
CUST000101,Qadim,Rao,Male,1976-04-15,qadim.rao248@gmail.com,0278681447,Mumbai,Maharashtra,Retired,Retail,Completed,Low,2022-11-27
CUST000102,Xalak,Iyengar,Female,1967-04-12,xalak.iyengar459@gmail.com,2715518844,Jaipur,Rajasthan,Software Engineer,Retail,Completed,Low,2025-10-11
CUST000103,Yashoda,Kapur,Female,1967-03-21,yashoda.kapur378@gmail.com,3705895782,Ahmedabad,Gujarat,Chartered Accountant,Retail,Completed,High,2022-07-08
CUST000104,Nilima,Rao,Female,2008-06-29,nilima.rao720@gmail.com,6912517785,Hyderabad,Telangana,Chartered Accountant,Retail,Completed,Low,2025-02-08
CUST000105,Gavin,Dayal,Male,1981-11-05,gavin.dayal123@gmail.com,1824225358,Hyderabad,Telangana,Retired,Retail,Completed,Low,2026-01-24
CUST000106,Guneet,Maharaj,Male,1967-05-25,guneet.maharaj284@gmail.com,8299229959,Jaipur,Rajasthan,Retired,Retail,Completed,Low,2023-01-10
CUST000107,Arin,Lanka,Male,1992-02-12,arin.lanka304@gmail.com,9078447364,Bengaluru,Karnataka,Lawyer,Retail,Completed,Low,2025-05-07
CUST000108,Farhan,Sarraf,Male,1981-01-17,farhan.sarraf47@gmail.com,9255562588,Chennai,Tamil Nadu,Software Engineer,Retail,Completed,Low,2023-11-01
CUST000109,Vidhi,Das,Female,1974-01-31,vidhi.das894@gmail.com,0469632595,Mumbai,Maharashtra,Software Engineer,Retail,Completed,Low,2022-10-01
CUST000110,Vivaan,Tara,Male,2002-10-30,vivaan.tara259@gmail.com,6873395004,Mumbai,Maharashtra,Chartered Accountant,Retail,Completed,Low,2023-12-31
CUST000111,Luke,Yadav,Male,1961-11-24,luke.yadav153@gmail.com,4565060983,Pune,Maharashtra,Civil Engineer,Premium,Completed,Low,2022-01-18
CUST000112,Bina,Raju,Female,1985-03-19,bina.raju611@gmail.com,9912165585,Ahmedabad,Gujarat,Civil Engineer,Retail,Completed,Low,2025-05-02
CUST000113,Yashoda,Ratti,Female,1985-01-06,yashoda.ratti881@gmail.com,5787298259,Chennai,Tamil Nadu,Civil Engineer,Premium,Completed,Low,2021-09-26
CUST000114,Mason,Nayar,Male,1985-05-10,mason.nayar641@gmail.com,9470551694,Bengaluru,Karnataka,Lawyer,Retail,Completed,Low,2024-01-23
CUST000115,Kevin,Kari,Male,1995-06-02,kevin.kari3@gmail.com,8962309130,Pune,Maharashtra,Sales Executive,Retail,Completed,Low,2024-06-06
CUST000116,Faqid,Sachar,Male,1993-12-19,faqid.sachar724@gmail.com,0283857865,Chennai,Tamil Nadu,Business Owner,Priority,Completed,Low,2023-07-25
CUST000117,Pavani,Pandya,Female,1993-04-11,pavani.pandya678@gmail.com,9733484344,Ahmedabad,Gujarat,Lawyer,Retail,Completed,Low,2025-11-07
CUST000118,Wakeeta,Palla,Female,1987-11-09,wakeeta.palla74@gmail.com,4198665240,Pune,Maharashtra,Software Engineer,Retail,Completed,Low,2026-03-09
CUST000119,Vaishnavi,Kunda,Female,1996-08-20,vaishnavi.kunda128@gmail.com,8421993308,Jaipur,Rajasthan,Chartered Accountant,Retail,Completed,Medium,2022-07-31
CUST000120,Daksha,Sachdev,Female,1977-01-13,daksha.sachdev83@gmail.com,0826773454,Jaipur,Rajasthan,Civil Engineer,Retail,Completed,Low,2023-11-16
CUST000121,Kala,Warrior,Female,1996-03-25,kala.warrior94@gmail.com,2620672400,Mumbai,Maharashtra,Lawyer,Premium,Completed,Low,2025-10-06
CUST000122,Chatresh,Nayak,Male,1974-11-20,chatresh.nayak591@gmail.com,2874315274,Chennai,Tamil Nadu,Software Engineer,Priority,Completed,Low,2026-06-17
CUST000123,Neelima,Hans,Female,1969-10-05,neelima.hans186@gmail.com,6851612275,Chennai,Tamil Nadu,Civil Engineer,Retail,Completed,High,2025-10-17
CUST000124,Sanaya,Keer,Female,1982-07-05,sanaya.keer419@gmail.com,4990453017,Hyderabad,Telangana,Government Employee,Retail,Completed,Low,2022-11-05
CUST000125,Yashasvi,Mukhopadhyay,Female,1993-12-15,yashasvi.mukhopadhyay296@gmail.com,5933272795,Jaipur,Rajasthan,Student,Premium,Completed,Low,2024-09-14
CUST000126,Janani,Kota,Female,1993-06-27,janani.kota323@gmail.com,8785191088,Mumbai,Maharashtra,Business Owner,Retail,Pending,Low,2024-06-28
CUST000127,Falan,Gala,Male,1976-12-07,falan.gala474@gmail.com,3971870728,Kolkata,West Bengal,Sales Executive,Retail,Completed,Low,2024-02-11
CUST000128,Barkha,Shere,Female,1993-02-17,barkha.shere779@gmail.com,6403910651,Jaipur,Rajasthan,Software Engineer,Retail,Completed,Medium,2023-01-20
CUST000129,Vrishti,Balay,Female,1975-01-03,vrishti.balay125@gmail.com,6567661825,Jaipur,Rajasthan,Software Engineer,Premium,Completed,Low,2022-05-30
CUST000130,Ronith,Wadhwa,Male,1967-07-02,ronith.wadhwa565@gmail.com,0478686337,Chennai,Tamil Nadu,Software Engineer,Retail,Completed,High,2026-05-29
CUST000131,Girindra,Chowdhury,Male,1963-01-11,girindra.chowdhury970@gmail.com,3311907903,Jaipur,Rajasthan,Doctor,Retail,Completed,Medium,2024-10-24
CUST000132,Kamala,Zacharia,Female,1971-09-22,kamala.zacharia723@gmail.com,2843959953,Kolkata,West Bengal,Business Owner,Retail,Completed,Low,2025-10-31
CUST000133,Janya,Sachdev,Female,1975-08-21,janya.sachdev149@gmail.com,6870568566,Kolkata,West Bengal,Sales Executive,Retail,Completed,Low,2021-10-25
CUST000134,George,Yogi,Male,1983-10-08,george.yogi283@gmail.com,2708668826,Mumbai,Maharashtra,Sales Executive,Retail,Completed,Low,2025-10-04
CUST000135,Noah,Brar,Male,2004-11-08,noah.brar744@gmail.com,8304699013,Chennai,Tamil Nadu,Business Owner,Priority,Completed,Low,2025-09-30
CUST000136,Wriddhish,Joshi,Male,2002-05-18,wriddhish.joshi552@gmail.com,3317393638,Jaipur,Rajasthan,Chartered Accountant,Retail,Completed,Low,2023-03-06
CUST000137,Vidhi,Walla,Female,1992-01-01,vidhi.walla891@gmail.com,8771753556,Hyderabad,Telangana,Lawyer,Premium,Completed,Low,2023-01-20
CUST000138,Eta,Babu,Female,1973-10-08,eta.babu326@gmail.com,4235369378,Mumbai,Maharashtra,Retired,Retail,Completed,Low,2026-03-09
CUST000139,Yatan,Sharma,Male,1969-06-02,yatan.sharma988@gmail.com,2872808010,Jaipur,Rajasthan,Software Engineer,Retail,Pending,Low,2025-06-27
CUST000140,Jack,Bir,Male,1994-10-01,jack.bir103@gmail.com,5099770088,Jaipur,Rajasthan,Mechanical Engineer,Premium,Completed,Low,2021-07-22
CUST000141,Laksh,Wason,Male,2007-06-15,laksh.wason481@gmail.com,2118233984,Mumbai,Maharashtra,Business Owner,Retail,Completed,Low,2021-08-06
CUST000142,Chaaya,Prakash,Female,2006-08-07,chaaya.prakash390@gmail.com,3410166687,Kolkata,West Bengal,Government Employee,Retail,Completed,Low,2023-10-22
CUST000143,Benjamin,Tata,Male,2001-03-29,benjamin.tata71@gmail.com,9180339740,Ahmedabad,Gujarat,Lawyer,Retail,Completed,High,2024-09-26
CUST000144,Amol,Gola,Male,2005-03-01,amol.gola101@gmail.com,9261429396,New Delhi,Delhi,Student,Priority,Completed,Low,2023-01-31
CUST000145,Ekiya,Brar,Female,1985-01-18,ekiya.brar48@gmail.com,1631599965,Mumbai,Maharashtra,Government Employee,Priority,Completed,Low,2026-05-21
CUST000146,Yatan,Kari,Male,1978-03-27,yatan.kari544@gmail.com,2961943114,Bengaluru,Karnataka,Sales Executive,Retail,Completed,Low,2026-03-21
CUST000147,Robert,Nadig,Male,1978-06-19,robert.nadig892@gmail.com,7541212678,Ahmedabad,Gujarat,Sales Executive,Retail,Completed,Medium,2021-12-20
CUST000148,Charan,Bal,Male,1965-09-22,charan.bal473@gmail.com,6046618398,Bengaluru,Karnataka,Student,Retail,Completed,Low,2024-04-13
CUST000149,Ekiya,Luthra,Female,1975-09-01,ekiya.luthra694@gmail.com,2646471543,Chennai,Tamil Nadu,Mechanical Engineer,Retail,Completed,Low,2023-12-23
CUST000150,Indira,Shankar,Female,1966-07-17,indira.shankar707@gmail.com,5965756924,New Delhi,Delhi,Business Owner,Retail,Completed,High,2023-01-13
CUST000151,Wakeeta,Murthy,Female,1969-11-11,wakeeta.murthy243@gmail.com,4793564651,Mumbai,Maharashtra,Sales Executive,Retail,Completed,High,2023-07-03
CUST000152,Hemangini,Bala,Female,2006-04-21,hemangini.bala850@gmail.com,7416724342,Mumbai,Maharashtra,Student,Retail,Completed,Medium,2023-10-27
CUST000153,Udarsh,Srinivas,Male,1988-11-16,udarsh.srinivas764@gmail.com,8058911352,Ahmedabad,Gujarat,Chartered Accountant,Priority,Completed,Medium,2024-03-08
CUST000154,Ryan,Narula,Male,2006-11-25,ryan.narula822@gmail.com,1438889937,Ahmedabad,Gujarat,Government Employee,Retail,Completed,Low,2023-08-31
CUST000155,Zashil,Dora,Male,1977-09-22,zashil.dora926@gmail.com,4611254573,Mumbai,Maharashtra,Student,Retail,Completed,Low,2021-08-19
CUST000156,Vyanjana,Chatterjee,Female,1982-02-08,vyanjana.chatterjee93@gmail.com,1401051238,Pune,Maharashtra,Business Owner,Retail,Completed,Low,2024-12-29
CUST000157,Oni,Sandhu,Female,2006-07-23,oni.sandhu514@gmail.com,2266093796,Kolkata,West Bengal,Business Owner,Priority,Completed,Medium,2022-09-02
CUST000158,Ishanvi,Mallick,Female,1996-11-14,ishanvi.mallick765@gmail.com,9182553714,Chennai,Tamil Nadu,Government Employee,Priority,Completed,Low,2025-07-22
CUST000159,Rishi,Ramanathan,Male,1989-02-06,rishi.ramanathan991@gmail.com,9249912513,New Delhi,Delhi,Mechanical Engineer,Retail,Completed,Low,2023-04-02
CUST000160,Rachit,Dhaliwal,Male,1985-07-09,rachit.dhaliwal378@gmail.com,9662782827,Jaipur,Rajasthan,Student,Priority,Completed,Low,2023-08-09
CUST000161,Nisha,Seshadri,Female,1990-08-16,nisha.seshadri692@gmail.com,7236887676,Mumbai,Maharashtra,Lawyer,Retail,Completed,Medium,2025-11-03
CUST000162,Chakrika,Balasubramanian,Female,1998-12-02,chakrika.balasubramanian227@gmail.com,4384279788,Ahmedabad,Gujarat,Student,Retail,Completed,Medium,2022-08-12
CUST000163,Lipika,Peri,Female,1986-12-27,lipika.peri120@gmail.com,8361340745,New Delhi,Delhi,Teacher,Retail,Completed,High,2025-04-18
CUST000164,Jagat,Kadakia,Male,1999-08-13,jagat.kadakia241@gmail.com,9629233095,Mumbai,Maharashtra,Mechanical Engineer,Retail,Completed,Low,2024-06-14
CUST000165,Hamsini,Naik,Female,2007-07-11,hamsini.naik761@gmail.com,8126042232,Ahmedabad,Gujarat,Retired,Retail,Completed,Low,2022-12-22
CUST000166,Wishi,Dhar,Female,1988-08-26,wishi.dhar418@gmail.com,6711684577,Ahmedabad,Gujarat,Business Owner,Retail,Completed,Low,2022-11-08
